# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.872484505064023,0.49506569321927313,0.015089484856370834,0,3.0,0.041733101492665854,180.0,0.0,0.0
 0.08984079387544625,1.8845915570104115,0.49506888174699326,0.015089484856370834,0.2695223816263387,2.9999999999999996,0.041733101492665854,180.0,0.7731962562822696,0.0
 0.1276113596209146,1.8969114896191945,0.4950784058969634,0.044293544888430306,0.38283407886274373,2.999999999999999,0.03924333659594251,180.0,0.9517195348749073,0.0
 0.15696703908775428,1.9094424680447992,0.4950942035193979,0.07223191849654782,0.4709011172632627,2.999999999999999,0.036945975132605086,180.0,1.0675454464961371,0.0
 0.1820223163007982,1.9221826574416525,0.4951162124645115,0.0989795655960313,0.5460669489023945,2.999999999999999,0.03482260536507395,180.0,1.1471034070739885,0.0
 0.20436206691168227,1.935130222964181,0.4951443705825186,0.12460556963495963,0.6130862007350466,2.9999999999999973,0.03285689641734944,180.0,1.2024013402497673,0.0
 0.2247946217789735,1.9482833297668116,0.49517861572363364,0.1491737009921175,0.6743838653369203,3.0,0.03103432825613489,180.0,1.240299348526822,0.0
 0.24379746637188307,1.9616401430039714,0.49521888573807127,0.1727429167608597,0.7313923991156489,2.9999999999999942,0.02934196084671517,180.0,1.265200471047791,-1.5893629865050424e-12
 0.2616799197017561,1.9751988278300874,0.49526511847604593,0.19536780513730517,0.7850397591052679,2.9999999999999987,0.027768237188093254,179.99999999999997,1.2801379984174053,1.6742632654556234e-12
 0.27865557103259353,1.9889575493995861,0.49531725178777214,0.2170989814537952,0.8359667130977801,2.9999999999999933,0.026302812738707805,180.0,1.2873026819535567,0.0
 0.29487899751624413,2.0029144728668946,0.49537522352346436,0.23798344187667497,0.884636992548732,3.0,0.024936410792476753,180.0,1.2883306128264973,0.0
 0.3104661751272237,2.0170677633864393,0.4954389715333372,0.25806487996046373,0.9313985253816706,2.9999999999999964,0.023660693353445283,180.0,1.2844742379468068,0.0
 0.32550664070643215,2.031415586112648,0.49550843366760516,0.2773839705236827,0.976519922119296,3.0,0.022468154210724022,180.0,1.2767105505798344,0.0
 0.3400711433567967,2.045956106199947,0.49558354777648267,0.2959786247213511,1.0202134300703896,2.9999999999999925,0.0213520220123934,180.0,1.265812945401832,-2.0092360991146597e-12
 0.3542166733136433,2.0606874888027633,0.4956642517101843,0.31388421966029695,1.0626500199409292,2.999999999999992,0.020306177947407657,179.99999999999997,1.2524008168860374,2.0635493799242874e-12
 0.3679898883900118,2.075607899075524,0.4957504833189246,0.3311338054730879,1.1039696651700346,2.999999999999996,0.019325083584278525,180.0,1.2369748785917642,0.0
 0.3814295201939233,2.090715502172655,0.495842180452918,0.3477582923920493,1.1442885605817692,3.0000000000000084,0.0184037172239218,180.0,1.2199429659692,0.0
 0.39456810789258284,2.1060084632485845,0.49593928096237905,0.3637866200377985,1.1837043236777478,2.9999999999999956,0.017537517806487917,180.0,1.2016392930486115,0.0
 0.4074332754327703,2.1214849474577377,0.49604172269752234,0.37924591086574133,1.2222998262983102,3.0000000000000044,0.01672233745699867,180.0,1.1823390834288376,2.252934895896102e-12
 0.42004869076597695,2.1371431199545436,0.4961494435085622,0.394161609467879,1.26014607229793,2.999999999999991,0.015954397093777457,180.00000000000003,1.1622698587055624,-2.2946441188103028e-12
 0.4324347985712865,2.1529811458934285,0.4962623812457133,0.408557609236668,1.2973043957138588,3.0,0.01523024922494888,180.0,1.1416202612963573,0.0
 0.4446093884325335,2.1689971904288177,0.49638047375919014,0.42245636769524075,1.3338281652975996,2.9999999999999907,0.014546744582475256,180.0,1.1205470304800187,0.0
 0.45658804136701986,2.1851894187151397,0.49650365889920717,0.4358790116701302,1.3697641241010587,3.0000000000000044,0.013901001524716275,180.0,1.0991805719115515,0.0
 0.4683844849999628,2.201555995906821,0.4966318745159789,0.4488454333291108,1.4051534549998876,3.0,0.013290381081918391,180.0,1.0776294431960733,-2.4445850567889687e-12
 0.48001087916099755,2.218095087158288,0.49676505845971985,0.4613743779952448,1.4400326374829917,2.9999999999999902,0.012712461622177046,179.99999999999997,1.0559839945522511,2.478528946836033e-12
 0.49147804780822507,2.234804857623968,0.49690314858064466,0.4734835245495484,1.4744341434246744,3.0000000000000098,0.012165019999544818,180.0,1.0343193432592008,2.5112794271327296e-12
 0.5027956690666665,2.2516834724582875,0.49704608272896766,0.4851895591368359,1.5083870071999987,3.000000000000005,0.011646011711043291,180.00000000000003,1.0126978195230965,0.0
 0.5139724322317532,2.268729096815674,0.4971937987549035,0.49650824282344524,1.5419172966952586,2.9999999999999902,0.011153554665626026,180.00000000000003,0.9911709870636187,-5.147118480903371e-12
 0.5250161684643085,2.2859398958505546,0.49734623450866655,0.5074544737659374,1.5750485053929248,3.00000000000001,0.010685911680939303,179.99999999999997,0.9697813224871984,2.6032470428425465e-12
 0.5359339603460078,2.303314034717355,0.49750332784047147,0.5180423444156117,1.6078018810380226,2.99999999999999,0.010241484630947153,180.0,0.9485636151218764,0.0
 0.5467322343081642,2.320849678570503,0.4976650166005327,0.5282851942022312,1.640196702924492,3.0000000000000204,0.009818792834706982,180.0,0.9275461403505035,0.0
 0.5574168390786518,2.338544992564425,0.49783123863906475,0.5381956581182675,1.6722505172359547,3.0,0.009416468519789806,180.0,0.9067516450963297,0.0
